ime planinske točke,ime bližnje točke,višina bližnje točke (m) 
Vrh Krnic,Vrh Planje (nad Globokim),1863
Vrh Krnic,Vrh Dlani,1852
Vrh Krnic,Žabiški Kuk,1844
Vrh Krnic,Planina Zadnji Vogel,1413
Vrh Krnic,Koča na planini Razor,1315
Vrh Krnice,Visoki Kanin,2587
Vrh Krnice,Mali Kanin,2571
Vrh Krnice,Vrh Grubje,2240
Vrh Krnice,Bivak Marrusich,2041
Vrh Leh,Pri Banderi,1974
Vrh Leh,Vrh Ovčje planje,1965
Vrh Leh,Planina nad Sočo,1400
Vrh Leh,Mladinski izobraževalni center v Bavšici,725
Vrh Ljubeljščice (Triangel),Begunjščica,2060
Vrh Ljubeljščice (Triangel),Palec,2026
Vrh Ljubeljščice (Triangel),Begunjska Vrtača,1991
Vrh Ljubeljščice (Triangel),Žleb (Suho ruševje),1916
Vrh Ljubeljščice (Triangel),Na Možeh,1784
Vrh Ljubeljščice (Triangel),Spodnji Plot,1682
Vrh Ljubeljščice (Triangel),Dom na Zelenici,1536
Vrh Ljubeljščice (Triangel),Polna peč,1503
Vrh Ljubeljščice (Triangel),Koča pri izviru Završnice,1425
Vrh Ljubeljščice (Triangel),Koča Vrtača,1288
Vrh Osojnic,Prestreljenik,2499
Vrh Osojnic,Prestreljeniško okno,2391
Vrh Osojnic,Konjc,2289
Vrh Osojnic,Dom Petra Skalarja na Kaninu,2260
Vrh Osojnic,Bela peč/Monte Bila pec,2146
Vrh Osojnic,Rifugio Gilberti,1850
Vrh Osojnic,Stara koča na Kaninu,1814
Vrh Ovčje planje,Pri Banderi,1974
Vrh Ovčje planje,Vrh Leh,1958
Vrh Ovčje planje,Planina nad Sočo,1400
Vrh Ovčje planje,Mladinski izobraževalni center v Bavšici,725
Vrh Ovčje planje,Velika korita Soče,480
Vrh Planje,Tolminski Kuk,2085
Vrh Planje,Podrta gora,2061
Vrh Planje,Zeleni vrh,2052
Vrh Planje,Mahavšček,2008
Vrh Planje,Vrh Škrli,1926
Vrh Planje,Kser,1900
Vrh Planje,Planina Govnjač,1480
Vrh Planje,Planina Dobrenjščica,1304
Vrh Planje (nad Globokim),Meja,1996
Vrh Planje (nad Globokim),Vogel,1922
Vrh Planje (nad Globokim),Rušnati vrh,1915
Vrh Planje (nad Globokim),Vrh Krnic,1896
Vrh Planje (nad Globokim),Žabiški Kuk,1844
Vrh Planje (nad Globokim),Koča na planini Razor,1315
Vrh Razora,Brda,2008
Vrh Razora,Draški rob,1979
Vrh Razora,Lipanski vrh,1974
Vrh Razora,Mrežce,1965
Vrh Razora,Okroglež,1965
Vrh Razora,Debeli vrh nad Lipanco,1962
Vrh Razora,Veliki Selišnik,1952
Vrh Razora,Srednji Selišnik,1890
Vrh Razora,Blejska koča na Lipanci,1630
Vrh Snežne konte,Triglav,2864
Vrh Snežne konte,Mali Triglav,2725
Vrh Snežne konte,Kredarica,2541
Vrh Snežne konte,Rž,2538
Vrh Snežne konte,Triglavski dom na Kredarici,2515
Vrh Snežne konte,Begunjski vrh,2461
Vrh Snežne konte,Visoka Vrbanova špica,2408
Vrh Snežne konte,Dom Planika pod Triglavom,2401
Vrh Snežne konte,Dom Valentina Staniča pod Triglavom,2332
Vrh Snežne konte,Vernar,2225
Vrh Snežne konte,Cesar,2098
Vrh Snežne konte,Planina Zgornja Krma,1720
Vrh nad Peski,Krn,2244
Vrh nad Peski,Gomiščkovo zavetišče na Krnu,2182
Vrh nad Peski,Batognica,2164
Vrh nad Peski,Srednji vrh,2032
Vrh nad Peski,Veliki Šmohor,1944
Vrh nad Peski,Mali Šmohor,1939
Vrh nad Peski,Jezero v Lužnici,1801
Vrh nad Peski,Planina na Polju,1530
Vrh nad Peski,Planina Leskovca,1230
Vrh nad Vodeno Rupo,Zadnji Vogel,2327
Vrh nad Vodeno Rupo,Velika Zelnarica,2320
Vrh nad Vodeno Rupo,Mala Zelnarica,2310
Vrh nad Vodeno Rupo,Srednji Vogel,2226
Vrh nad Vodeno Rupo,Kopica,2190
Vrh nad Vodeno Rupo,Prvi Vogel,2181
Vrh nad Vodeno Rupo,Velika Tičarica,2091
Vrh nad Vodeno Rupo,Slatna,2077
Vrh nad Vodeno Rupo,Mala Tičarica,2071
Vrh nad Vodeno Rupo,Kreda,2025
Vrh nad Vodeno Rupo,Bela glava,1926
Vrh nad Vodeno Rupo,Rušnata glava,1899
Vrh nad Vodeno Rupo,Jezero v Ledvicah,1831
Vrh nad Vodeno Rupo,Kovačičeva glava,1827
Vrh nad Vodeno Rupo,Visoka glava,1822
Vrh nad Vodeno Rupo,Koča pri Triglavskih jezerih,1685
Vrh nad Vodeno Rupo,Planina Ovčarija,1660
Vrh nad Vodeno Rupo,Planina Dedno Polje,1560
Vrh nad Škrbino,Tolminski Kuk,2085
Vrh nad Škrbino,Podrta gora,2061
Vrh nad Škrbino,Zeleni vrh,2052
Vrh nad Škrbino,Meja,1996
Vrh nad Škrbino,Rušnati vrh,1915
Vrh nad Škrbino,Tolminski Migovec,1868
Vrh nad Škrbino,Planina za Migovcem,1600
Vrh Škrli,Tolminski Kuk,2085
Vrh Škrli,Mahavšček,2008
Vrh Škrli,Bogatin,1977
Vrh Škrli,Vrh Planje,1971
Vrh Škrli,Kser,1900
Vrh Škrli,Planina Govnjač,1480
Vrh Škrli,Planina Dobrenjščica,1304
Vrhe,Sveta Mati Božja na Čreti,944
Vrhe,Dom na Čreti,870
Vrhe,Sveti Janez in Pavel (Dobrovlje),862
Vrhe,Dom planincev Farbanca,702
Vrtača,Palec,2026
Vrtača,Zelenjak,2024
Vrtača,Svačica,1953
Vrtača,Srednja peč,1920
Vrtača,Žleb (Suho ruševje),1916
Vrtača,Srednji vrh (nad Završnico),1796
Vrtača,Rjavca / Rjautza,1789
Vrtača,Na Možeh,1784
Vrtača,Bela peč / Weiße Wand,1665
Vrtača,Koča pri izviru Završnice,1425
Vrtaška planina,Vrtaški vrh,1898
Vrtaška planina,Slap Peričnik - zgornji slap,850
Vrtaška planina,Slap Peričnik - spodnji slap,800
Vrtaška planina,Koča pri Peričniku,750
Vrtaška planina,Jezero Kreda,715
Vrtaški vrh,Sleme,2077
Vrtaški vrh,Drobeče Sleme,2029
Vrtaški vrh,Vrtaška planina,1462
Vrtaški vrh,Slap Peričnik - zgornji slap,850
Vrtaški vrh,Slap Peričnik - spodnji slap,800
Vrtaški vrh,Koča pri Peričniku,750
Vrtec,Bela glava,1926
Vrtec,Rušnata glava,1899
Vrtec,Kovačičeva glava,1827
Vrtec,Visoka glava,1822
Vrtec,Stadorski Orliči,1782
Vrtec,Rigeljc,1768
Vrtec,Pršivec,1761
Vrtec,Planina Ovčarija,1660
Vrtec,Planina Viševnik,1625
Vrtec,Planina Dedno Polje,1560
Vrtec,Koča na Planini pri Jezeru,1453
Vrtec,Črno jezero,1294
Vrtec,Slap Savica,794
Vrtec,Koča pri Savici,653
Vršaki (Južni vrh),Kanjavec,2569
Vršaki (Južni vrh),Kanjavec (Zahodni vrh),2569
Vršaki (Južni vrh),Poprovec,2496
Vršaki (Južni vrh),Teme (Hribarice),2495
Vršaki (Južni vrh),Mišeljski Konec,2464
Vršaki (Južni vrh),Vršaki (Vzhodni vrh),2448
Vršaki (Južni vrh),Vršaki (Srednji vrh),2424
Vršaki (Južni vrh),Vršaki (Vrh za Koritami),2422
Vršaki (Južni vrh),Debeli vrh,2390
Vršaki (Južni vrh),Vrh Hribaric,2388
Vršaki (Južni vrh),Zadnji Vogel,2327
Vršaki (Južni vrh),Velika Zelnarica,2320
Vršaki (Južni vrh),Malo Špičje,2312
Vršaki (Južni vrh),Mala Zelnarica,2310
Vršaki (Južni vrh),Škednjovec,2309
Vršaki (Južni vrh),Srednji Vogel,2226
Vršaki (Južni vrh),Vodnikov Vršac (Vršac nad Zadnjico),2194
Vršaki (Južni vrh),Prvi Vogel,2181
Vršaki (Južni vrh),Zasavska koča na Prehodavcih,2071
Vršaki (Južni vrh),Rjavo jezero,2006
Vršaki (Južni vrh),Zeleno jezero,1988
Vršaki (Južni vrh),Jezero v Ledvicah,1831
Vršaki (Srednji vrh),Kanjavec,2569
Vršaki (Srednji vrh),Kanjavec (Zahodni vrh),2569
Vršaki (Srednji vrh),Poprovec,2496
Vršaki (Srednji vrh),Teme (Hribarice),2495
Vršaki (Srednji vrh),Mišeljski Konec,2464
Vršaki (Srednji vrh),Vršaki (Vzhodni vrh),2448
Vršaki (Srednji vrh),Vršaki (Južni vrh),2431
Vršaki (Srednji vrh),Vršaki (Vrh za Koritami),2422
Vršaki (Srednji vrh),Debeli vrh,2390
Vršaki (Srednji vrh),Vrh Hribaric,2388
Vršaki (Srednji vrh),Zadnji Vogel,2327
Vršaki (Srednji vrh),Velika Zelnarica,2320
Vršaki (Srednji vrh),Malo Špičje,2312
Vršaki (Srednji vrh),Mala Zelnarica,2310
Vršaki (Srednji vrh),Škednjovec,2309
Vršaki (Srednji vrh),Srednji Vogel,2226
Vršaki (Srednji vrh),Vodnikov Vršac (Vršac nad Zadnjico),2194
Vršaki (Srednji vrh),Zasavska koča na Prehodavcih,2071
Vršaki (Srednji vrh),Rjavo jezero,2006
Vršaki (Srednji vrh),Zeleno jezero,1988
Vršaki (Vrh za Koritami),Kanjavec,2569
Vršaki (Vrh za Koritami),Kanjavec (Zahodni vrh),2569
Vršaki (Vrh za Koritami),Poprovec,2496
Vršaki (Vrh za Koritami),Teme (Hribarice),2495
Vršaki (Vrh za Koritami),Mišeljski Konec,2464
Vršaki (Vrh za Koritami),Vršaki (Vzhodni vrh),2448
Vršaki (Vrh za Koritami),Vršaki (Južni vrh),2431
Vršaki (Vrh za Koritami),Vršaki (Srednji vrh),2424
Vršaki (Vrh za Koritami),Debeli vrh,2390
Vršaki (Vrh za Koritami),Vrh Hribaric,2388
Vršaki (Vrh za Koritami),Zadnji Vogel,2327
Vršaki (Vrh za Koritami),Velika Zelnarica,2320
Vršaki (Vrh za Koritami),Malo Špičje,2312
Vršaki (Vrh za Koritami),Mala Zelnarica,2310
Vršaki (Vrh za Koritami),Škednjovec,2309
Vršaki (Vrh za Koritami),Srednji Vogel,2226
Vršaki (Vrh za Koritami),Vodnikov Vršac (Vršac nad Zadnjico),2194
Vršaki (Vrh za Koritami),Zasavska koča na Prehodavcih,2071
Vršaki (Vrh za Koritami),Rjavo jezero,2006
Vršaki (Vrh za Koritami),Zeleno jezero,1988
Vršaki (Vrh za Koritami),Jezero v Ledvicah,1831
Vršaki (Vzhodni vrh),Kanjavec,2569
Vršaki (Vzhodni vrh),Kanjavec (Zahodni vrh),2569
Vršaki (Vzhodni vrh),Poprovec,2496
Vršaki (Vzhodni vrh),Teme (Hribarice),2495
Vršaki (Vzhodni vrh),Mišeljski Konec,2464
Vršaki (Vzhodni vrh),Vršaki (Južni vrh),2431
Vršaki (Vzhodni vrh),Vršaki (Srednji vrh),2424
Vršaki (Vzhodni vrh),Vršaki (Vrh za Koritami),2422
Vršaki (Vzhodni vrh),Debeli vrh,2390
Vršaki (Vzhodni vrh),Vrh Hribaric,2388
Vršaki (Vzhodni vrh),Zadnji Vogel,2327
Vršaki (Vzhodni vrh),Velika Zelnarica,2320
Vršaki (Vzhodni vrh),Malo Špičje,2312
Vršaki (Vzhodni vrh),Mala Zelnarica,2310
Vršaki (Vzhodni vrh),Škednjovec,2309
Vršaki (Vzhodni vrh),Srednji Vogel,2226
Vršaki (Vzhodni vrh),Vodnikov Vršac (Vršac nad Zadnjico),2194
Vršaki (Vzhodni vrh),Koča na Doliču,2151
Vršaki (Vzhodni vrh),Zasavska koča na Prehodavcih,2071
Vršaki (Vzhodni vrh),Rjavo jezero,2006
Vršaki (Vzhodni vrh),Zeleno jezero,1988
Vrše,Planina Obranica,1035
Vrše,Boršt,931
Vrše,Kres nad Kočno,890
Vrše,Hom pri Bledu,834
Vrše,Poljanska baba,830
Vrše,Žerjavec (Kavče),805
Vrše,Jamnikov spodmol,720
Vrše,Spominsko obeležje Aleš Kunaver,660
Vrše,Slap Šum v Blejskem Vintgarju,520
Vršič vrh,Velika Mojstrovka,2366
Vršič vrh,Zadnja Mojstrovka,2354
Vršič vrh,Mala Mojstrovka,2332
Vršič vrh,Suhi vrh,2109
Vršič vrh,Šitna glava,2087
Vršič vrh,Prednje Robičje,1941
Vršič vrh,Sovna glava,1750
Vršič vrh,Poštarski dom na Vršiču,1688
Vršič vrh,Tičarjev dom na Vršiču,1618
Vršič vrh,Erjavčeva koča na Vršiču,1525
Vršič vrh,Tonkina koča na Vršiču,1380
Vršič vrh,Koča na Gozdu,1226
Vršič vrh,Ruska kapelica,1130
Vršiči,Lučka Brana (Baba),2244
Vršiči,Najvišji rob (Zeleniške špice),2127
Vršiči,Lučki Dedec,2023
Vršiči,Mala Ojstrica,2017
Vršiči,Tolsti vrh (Veža),1985
Vršiči,Deska (Veža),1970
Vršiči,Vežica,1965
Vršiči,Vodotočno jezero (Veža),1850
Vršiči,Kocbekov dom na Korošici,1808
Vršiči,Konj,1803
Vršiči,Slap Orglice,870
Zabreška planina,Stol,2236
Zabreška planina,Prešernova koča na Stolu,2174
Zabreška planina,Lovska koča nad Doslovško planino,1325
Zabreška planina,Doslovška planina,1210
Zabreška planina,Žirovniška planina,1200
Zabreška planina,Valvasorjev dom pod Stolom,1181
Zabreška planina,Smolnik,1075
Zabreška planina,Mali vrh nad Završnico,863
Zabreška planina,Turška jama v Gozdašnici,835
Zabreška planina,Slap pod Gozdašnico,760
Zabreška planina,Slap pod Kurico,760
Zabreška planina,Jezero Završnica,630
Zadnja Mojstrovka,Travnik,2379
Zadnja Mojstrovka,Velika Mojstrovka,2366
Zadnja Mojstrovka,Kol,2350
Zadnja Mojstrovka,Mala Mojstrovka,2332
Zadnja Mojstrovka,Suhi vrh,2109
Zadnja Mojstrovka,Šitna glava,2087
Zadnja Mojstrovka,Slemenova špica,1911
Zadnja Mojstrovka,Vršič vrh,1737
Zadnja Mojstrovka,Poštarski dom na Vršiču,1688
Zadnja Mojstrovka,Tičarjev dom na Vršiču,1618
Zadnja Mojstrovka,Dom v Tamarju,1108
Zadnja Ponca,Vevnica,2342
Zadnja Ponca,Visoka Ponca,2274
Zadnja Ponca,Strug,2265
Zadnja Ponca,Srednja Ponca,2228
Zadnja Ponca,Mala Ponca,1925
Zadnja Ponca,Glave,1760
Zadnja Ponca,Zavetišče pod Ponco,1657
Zadnja Ponca,Rifugio Zacchi,1380
Zadnja Ponca,Izvir Nadiže,1232
Zadnja Ponca,Dom v Tamarju,1108
Zadnji Vogel,Poprovec,2496
Zadnji Vogel,Teme (Hribarice),2495
Zadnji Vogel,Vršaki (Vzhodni vrh),2448
Zadnji Vogel,Vršaki (Južni vrh),2431
Zadnji Vogel,Vršaki (Srednji vrh),2424
Zadnji Vogel,Vršaki (Vrh za Koritami),2422
Zadnji Vogel,Debeli vrh,2390
Zadnji Vogel,Vrh Hribaric,2388
Zadnji Vogel,Velika Zelnarica,2320
Zadnji Vogel,Malo Špičje,2312
Zadnji Vogel,Mala Zelnarica,2310
Zadnji Vogel,Srednji Vogel,2226
Zadnji Vogel,Kopica,2190
Zadnji Vogel,Prvi Vogel,2181
Zadnji Vogel,Slatna,2077
Zadnji Vogel,Kreda,2025
Zadnji Vogel,Rjavo jezero,2006
Zadnji Vogel,Vrh nad Vodeno Rupo,1995
Zadnji Vogel,Zeleno jezero,1988
Zadnji Vogel,Jezero v Ledvicah,1831
Zadnjiški Ozebnik,Malo Špičje,2312
Zadnjiški Ozebnik,Vodnikov Vršac (Vršac nad Zadnjico),2194
Zadnjiški Ozebnik,Zasavska koča na Prehodavcih,2071
Zadnjiški Ozebnik,Rjavo jezero,2006
Zadnjiški Ozebnik,Belopotoški slap,720
Zajmenove peči,Veliki vrh (Košuta),2088
Zajmenove peči,Košutica,1968
Zajmenove peči,Hajnževo sedlo,1701
Zajmenove peči,Planina Korošica,1554
Zajčnik,Vošca,1737
Zajčnik,Tamarča,1728
Zajčnik,Blekova planina,1629
Zajčnik,Jureževa planina,1488
Zapečnikova planina,Škrbina (Slaparjeva gora),1142
Zapečnikova planina,Kopa (Partizanski vrh),1024
Zapečnikova planina,Skutman,911
Zapečnikova planina,Apnišče,740
Zasavska koča na Prehodavcih,Kanjavec,2569
Zasavska koča na Prehodavcih,Kanjavec (Zahodni vrh),2569
Zasavska koča na Prehodavcih,Poprovec,2496
Zasavska koča na Prehodavcih,Teme (Hribarice),2495
Zasavska koča na Prehodavcih,Vršaki (Vzhodni vrh),2448
Zasavska koča na Prehodavcih,Vršaki (Južni vrh),2431
Zasavska koča na Prehodavcih,Vršaki (Srednji vrh),2424
Zasavska koča na Prehodavcih,Vršaki (Vrh za Koritami),2422
Zasavska koča na Prehodavcih,Velika Zelnarica,2320
Zasavska koča na Prehodavcih,Malo Špičje,2312
Zasavska koča na Prehodavcih,Vodnikov Vršac (Vršac nad Zadnjico),2194
Zasavska koča na Prehodavcih,Zadnjiški Ozebnik,2084
Zasavska koča na Prehodavcih,Rjavo jezero,2006
Zasavska koča na Prehodavcih,Zeleno jezero,1988
Zavetišče na Biba planini,Goli vrh (Šavnice),1426
Zavetišče na Kalu,Robič,1384
Zavetišče na Kalu,Jezero pri Čežov,1010
Zavetišče na Kalu,Veliki vrh nad Završnikom,968
Zavetišče na Kalu,RIS Dolina (Dovžanova soteska),720
Zavetišče na planini Šija,Veliko Kladivo,2094
Zavetišče na planini Šija,Malo Kladivo,2036
Zavetišče na planini Šija,Toplar,2000
Zavetišče na planini Šija,Kofce gora,1967
Zavetišče na planini Šija,Dom na Kofcah,1488
Zavetišče na planini Šija,Planina Ilovica,1462
Zavetišče na planini Šija,Planina Pungrat,1447
Zavetišče na planini Šija,Robič,1384
Zavetišče na planini Šija,Planina Dolžanka,1090
Zavetišče pod Ponco,Visoka Ponca,2274
Zavetišče pod Ponco,Zadnja Ponca,2242
Zavetišče pod Ponco,Srednja Ponca,2228
Zavetišče pod Ponco,Mala Ponca,1925
Zavetišče pod Ponco,Glave,1760
Zavetišče pod Ponco,Rifugio Zacchi,1380
Zavetišče pod Ponco,Jezerska planina / Alpe del Lago,1006
Zavetišče pod Ponco,Zgornje Mangartsko jezero,929
Zavetišče pod Ponco,Spodnje Mangartsko jezero,924
Zavetišče pod Špičkom,Jalovec,2645
Zavetišče pod Špičkom,Veliki Ozebnik,2480
Zavetišče pod Špičkom,Mali Ozebnik,2324
Zavetišče pod Špičkom,Plešivec (Loška stena),2184
Zavetišče v Gozdu,Vrata,1591
Zavetišče v Gozdu,Koča na Kriški gori,1471
Zavetišče v Gozdu,Planica (vzletišče Gozd),926
Zavetišče v Gozdu,Mokrišče Blata,505
Zavetišče v Hudičevem borštu,Srednji vrh,1853
Zavetišče v Hudičevem borštu,Cjanovca,1820
Zavetišče v Hudičevem borštu,Planina Dolga njiva,1600
Zavetišče v Hudičevem borštu,Javorov vrh,1434
Zavetišče v Hudičevem borštu,Potoška gora,1283
Zavetišče v Hudičevem borštu,Planinska koča Iskra na Jakobu,961
Zavetišče v Hudičevem borštu,Planinska koča pri Franciju,930
Zavitar,Šija,1880
Zavitar,Vrh Dlani,1852
Zavitar,Visoki Orlov rob,1800
Zavitar,Orlove glave,1682
Zavitar,Planinska koča Merjasec,1535
Zavitar,Lovska koča na Glinu,1527
Zavitar,Planina Zadnji Vogel,1413
Zavitar,Planina Suha,1385
Zbelovski grad,Ljubična gora,533
Zelenci,Kališje,1435
Zelenci,Planinsko zavetišče Slatna,1023
Zeleni vrh,Tolminski Kuk,2085
Zeleni vrh,Podrta gora,2061
Zeleni vrh,Vrh nad Škrbino,2054
Zeleni vrh,Vrh Planje,1971
Zeleni vrh,Kser,1900
Zeleni vrh,Tolminski Migovec,1868
Zeleni vrh,Planina za Migovcem,1600
Zeleni vrh,Planina Govnjač,1480
Zeleni vrh,Planina Dobrenjščica,1304
Zelenjak,Vrtača,2181
Zelenjak,Palec,2026
Zelenjak,Svačica,1953
Zelenjak,Žleb (Suho ruševje),1916
Zelenjak,Srednji vrh (nad Završnico),1796
Zelenjak,Rjavca / Rjautza,1789
Zelenjak,Na Možeh,1784
Zelenjak,Bela peč / Weiße Wand,1665
Zelenjak,Sveta peč / Helige Wand,1613
Zelenjak,Požgani rob,1513
Zelenjak,Koča pri izviru Završnice,1425
Zeleno jezero,Kanjavec,2569
Zeleno jezero,Kanjavec (Zahodni vrh),2569
Zeleno jezero,Poprovec,2496
Zeleno jezero,Teme (Hribarice),2495
Zeleno jezero,Mišeljski Konec,2464
Zeleno jezero,Vršaki (Vzhodni vrh),2448
Zeleno jezero,Vršaki (Južni vrh),2431
Zeleno jezero,Vršaki (Srednji vrh),2424
Zeleno jezero,Vršaki (Vrh za Koritami),2422
Zeleno jezero,Debeli vrh,2390
Zeleno jezero,Vrh Hribaric,2388
Zeleno jezero,Zadnji Vogel,2327
Zeleno jezero,Velika Zelnarica,2320
Zeleno jezero,Malo Špičje,2312
Zeleno jezero,Mala Zelnarica,2310
Zeleno jezero,Srednji Vogel,2226
Zeleno jezero,Vodnikov Vršac (Vršac nad Zadnjico),2194
Zeleno jezero,Zasavska koča na Prehodavcih,2071
Zeleno jezero,Rjavo jezero,2006
Zeleno jezero,Jezero v Ledvicah,1831
Zgornje Kriško jezero,Razor,2601
Zgornje Kriško jezero,Stenar,2501
Zgornje Kriško jezero,Planja,2453
Zgornje Kriško jezero,Pihavec,2419
Zgornje Kriško jezero,Križ,2410
Zgornje Kriško jezero,Gubno,2403
Zgornje Kriško jezero,Bovški Gamsovec,2392
Zgornje Kriško jezero,Šplevta (Indijanec),2382
Zgornje Kriško jezero,Kriški rob,2366
Zgornje Kriško jezero,Spodnji Stenar,2356
Zgornje Kriško jezero,Pogačnikov dom na Kriških podih,2050
Zgornje Kriško jezero,Bivak na Rušju,1980
Zgornje Kriško jezero,Spodnje Kriško jezero,1880
Zgornje Kriško jezero,Lovska koča Na Utrci,1500
Zgornje Mangartsko jezero,Zavetišče pod Ponco,1657
Zgornje Mangartsko jezero,Črni vrh / Colrotondo,1486
Zgornje Mangartsko jezero,Jezerska planina / Alpe del Lago,1006
Zgornje Mangartsko jezero,Spodnje Mangartsko jezero,924
Zgornji Goreljek (Pokljuka),Mesnovec,1538
Zgornji Goreljek (Pokljuka),Javorov vrh (Pokljuka),1482
Zgornji Goreljek (Pokljuka),Spodnji Goreljek (Pokljuka),1222
Zgornji Martuljkov slap,Široka peč,2497
Zgornji Martuljkov slap,Kukova špica,2427
Zgornji Martuljkov slap,Na Pečeh,2039
Zgornji Martuljkov slap,Pri treh macesnih,1810
Zgornji Martuljkov slap,Rutarski Vršič,1699
Zgornji Martuljkov slap,Bivak pod Špikom,1424
Zgornji Martuljkov slap,Bivak Za Akom,1340
Zgornji Martuljkov slap,Ingotova koča na planini Jesenje,930
Zgornji Martuljkov slap,Spodnji Martuljkov slap,850
Časov vrh,Fričev vrh,881
Časov vrh,Sveti Rupert (Završe),815
Časov vrh,Črepič,798
Čelo,Plaski Vogel,2348
Čelo,Travnik,2252
Četrt,Matajurski vrh,1936
Četrt,Poljanski vrh,1897
Četrt,Konjski vrh,1879
Četrt,Črna prst,1844
Četrt,Rušni vrh,1786
Četrt,Planina Poljana,1466
Četrt,Planina Osredki,1400
Četrt,Orožnova koča na planini za Liscem,1338
Češka koča na Spodnjih Ravneh,Grintovec,2558
Češka koča na Spodnjih Ravneh,Jezerska Kočna,2540
Češka koča na Spodnjih Ravneh,Skuta,2532
Češka koča na Spodnjih Ravneh,Kokrska Kočna,2520
Češka koča na Spodnjih Ravneh,Dolgi hrbet,2473
Češka koča na Spodnjih Ravneh,Štruca,2457
Češka koča na Spodnjih Ravneh,Velika (Koroška) Baba,2127
Češka koča na Spodnjih Ravneh,Ledinski vrh,2108
Češka koča na Spodnjih Ravneh,Vratca,1802
Češka koča na Spodnjih Ravneh,Kranjska koča na Ledinah,1700
Češka koča na Spodnjih Ravneh,Visoki vrh nad Jezerskim,1459
Češka koča na Spodnjih Ravneh,Slap Čedca,1350
Čisovec,Potočnikova planina,1410
Čisovec,Koča na planini Preval-a,1311
Čisovec,Tominčev slap,750
Čisti vrh,Veliko Špičje,2398
Čisti vrh,Plaski Vogel,2348
Čisti vrh,Planina v Plazeh,1548
Čofatijev vrh,Šoparjev vrh,1524
Čopov rovt,Alničje,1145
Čopov rovt,Jelenkamen,1096
Čopov rovt,Kres nad Kočno,890
Čopov rovt,Gank,850
Čopov rovt,Malnež,846
Čopov rovt,Kalvarija nad Jesenicami,784
Čopov rovt,Jamnikov spodmol,720
